chr,pos,mu1,mu2,diff,diff.se,stat,phi1,phi2,pval,fdr
chr20,1207015,0.916052228451112,0.387488956011412,0.528563272439701,0.143002000440487,3.69619495399767,0.0276806737654218,0.0508235259334107,0.000218854938651884,0.0343597205126627
chr20,1224799,0.756199066621664,0.197458905507262,0.558740161114402,0.157269924852378,3.55274641123447,0.0491144018628344,0.0456948206860998,0.000381231781438736,0.0459232604537397
chr20,1281746,0.27772542732128,0.82032972618508,-0.5426042988638,0.149786907909405,-3.62250817803101,0.033097424481673,0.0394723980973896,0.000291760233905083,0.0398833518035598
chr20,1537392,0.630191399936542,0.107452283112973,0.522739116823569,0.140065078765345,3.73211596660241,0.0282154492732316,0.057065295237941,0.000189878045447464,0.031746402925057
chr20,1558830,0.988655804273885,0.502910768742222,0.485745035531663,0.136687874978649,3.55368049731945,0.0610524542749086,0.0438200082154749,0.000379880417042152,0.0458304300700435
chr20,1679064,0.984201819065215,0.333027630033774,0.651174189031441,0.130989782899708,4.971183054254,0.0590279483823091,0.0582167129823186,6.65455812323064e-07,0.00115022030229814
chr20,1687642,0.779928715709565,0.226499073125739,0.553429642583826,0.145992667017488,3.7908043868911,0.0287025702051402,0.0459395975994011,0.000150160184361286,0.0280039633228181
chr20,1730545,0.989724922873749,0.524981958372924,0.464742964500824,0.121398667644678,3.82823776831786,0.0621146729570299,0.0445271175850861,0.000129064043700177,0.0259417894527731
chr20,1741447,0.923338872646444,0.355886799687229,0.567452072959215,0.146834132352944,3.86457878604979,0.0270963176150083,0.0571649334221261,0.000111281067397223,0.0238257885189269
chr20,1807760,0.54349840723796,0.980679495608246,-0.437181088370286,0.122370007119947,-3.57261635150322,0.0299436640255996,0.101639615119707,0.000353432365673711,0.0439544571205194
chr20,1832873,0.728603233202891,0.150859398197,0.577743835005891,0.158253687084442,3.65074486193559,0.0353849831693764,0.0500292574605518,0.000261480889855023,0.0375984356882717
chr20,1839596,0.8920214149048,0.256022566922185,0.635998847982614,0.131911168513514,4.82141774005631,0.0445429245922023,0.0398297739464203,1.42541500062919e-06,0.00183719047891516
chr20,1839641,0.773142645877929,0.200684989738931,0.572457656138999,0.148380173026596,3.85804682972293,0.0588489194978197,0.0394332112188474,0.0001142967519196,0.0240933972629711
chr20,1859709,0.451042818967692,0.975935937961849,-0.524893118994157,0.125995566925079,-4.16596497642075,0.0283701737306514,0.0995726466518922,3.10038301969123e-05,0.0115804929668393
chr20,1868965,0.492193733176046,0.0368023580214547,0.455391375154591,0.128133400992513,3.55404111361409,0.027294624197902,0.124943089676299,0.000379359903880462,0.045808234230647
chr20,1973315,0.803769957818048,0.261004798584473,0.542765159233576,0.142973648658964,3.79626011033849,0.0374592507327024,0.0483775482445676,0.000146895371956943,0.0277418763019954
chr20,1990377,0.87051632057573,0.293669363722606,0.576846956853124,0.163478775213323,3.52857400662806,0.0298656579203828,0.0842163794953357,0.000417805104046601,0.0481574405110877
chr20,1995665,0.933104711642323,0.35380749244684,0.579297219195483,0.144142922555763,4.01890851749157,0.0419202169373222,0.0449335173345528,5.84683652388982e-05,0.0167181728415752
chr20,2000490,0.669595414336824,0.0812484587491808,0.588346955587643,0.13310241042374,4.42025770768991,0.0283080079664581,0.0539307087859173,9.85832640301822e-06,0.00590289761530457
chr20,2001087,0.878999533622638,0.307375529009257,0.57162400461338,0.154708431259119,3.69484713897704,0.0300931625665058,0.0608676189201004,0.000220019112578764,0.0344763991591669
chr20,2008228,0.984993615588747,0.443822431672116,0.541171183916632,0.132711282021438,4.07780842497785,0.05973411973806,0.0492454590250329,4.54622010559969e-05,0.0144499204229752
chr20,2080929,0.710828134464117,0.178523812114734,0.532304322349383,0.137253763896265,3.87824936263092,0.0268410790041554,0.0447576548626974,0.000105210845230061,0.0230971453076832
chr20,2139325,0.525048582491003,0.956159600981959,-0.431111018490956,0.115020176285465,-3.74813387019158,0.0279771796660954,0.0454803765320253,0.000178155163620469,0.030736300384305
chr20,2151547,0.405981386373638,0.890931241879343,-0.484949855505705,0.12253897719652,-3.95751512376324,0.0251186573465951,0.0430565162526918,7.57334938085203e-05,0.0193316755306786
chr20,2156978,0.986850182718597,0.363799130401569,0.623051052317028,0.151159958345837,4.12179957665481,0.060114799221595,0.061199718037445,3.75924198203317e-05,0.0128972083394684
chr20,2168073,0.840579455655561,0.292963846245463,0.547615609410098,0.143854382976561,3.80673565920703,0.0369551513479482,0.0516098062365978,0.000140813112741155,0.0271104080155415
chr20,2264817,0.204975643033,0.823408413394208,-0.618432770361208,0.150987367081267,-4.09592393268468,0.0331652221794207,0.0599456322710889,4.20487992357975e-05,0.0138083387348107
chr20,2264840,0.0532223628937363,0.646356429259508,-0.593134066365771,0.139242964779791,-4.2597058120947,0.073914048333301,0.0417494122283953,2.04696141313694e-05,0.00903896988392413
chr20,2272721,0.784670439747089,0.140147465669835,0.644522974077253,0.160177563624604,4.02380308135896,0.0687869080687065,0.0690768542856598,5.72658047649799e-05,0.0165494808989115
chr20,2310384,0.985420008562486,0.451527118083503,0.533892890478983,0.137002435573528,3.89695911787238,0.0599739354505368,0.0441209343734198,9.7408054450739e-05,0.0220889498503478
chr20,2329661,0.902205106194587,0.282184076314625,0.620021029879961,0.144951749737426,4.27743046222694,0.0290527828322089,0.0523581830878871,1.89062989287721e-05,0.00864350556735573
chr20,2332314,0.540997115007816,0.982597925882264,-0.441600810874448,0.125066300082793,-3.53093367743437,0.0378612986725984,0.102947950322345,0.000414095565037197,0.04792980104266
chr20,2407550,0.941081981190322,0.344109296201215,0.596972684989108,0.164817878591471,3.62201412911525,0.0389083372738326,0.0703499666290423,0.000292318151152533,0.0399292220576311
chr20,2450393,0.70537758971443,0.179186276738187,0.526191312976242,0.145712199916763,3.61116854509661,0.0297814363188221,0.0460379471828729,0.000304820476737895,0.0407339984089158
chr20,2560559,0.926483192713458,0.345967853694547,0.580515339018912,0.143396455562837,4.0483241844463,0.037034522459349,0.044317722130054,5.15856628267157e-05,0.0155864276736605
chr20,2572354,0.782027439732958,0.220461238742285,0.561566200990672,0.146009096992971,3.84610419868365,0.0290396486921992,0.0540304693398006,0.000120010742860961,0.024769782545461
chr20,2577381,0.865565631922029,0.34934774705473,0.5162178848673,0.143438808293469,3.59887181864439,0.0275926877978978,0.04411035884634,0.00031960066028752,0.0417596189837834
chr20,2731023,0.985702264873759,0.431697370289133,0.554004894584626,0.141215113220619,3.92312750349255,0.0598516482194258,0.0547284155851631,8.74068628406461e-05,0.0208637614191674
chr20,3066616,0.926055093313628,0.388959343308376,0.537095750005253,0.148796436626519,3.60960088952514,0.0299416632250486,0.0637458205382069,0.00030666848324049,0.0409023777027164
chr20,3077528,0.749898632524378,0.17220704830843,0.577691584215948,0.140248272291408,4.11906382002069,0.028133708427842,0.0524889155668322,3.80414784888102e-05,0.0129892696386397
chr20,3091379,0.881434982849963,0.305453694262112,0.575981288587851,0.146923592419814,3.92027773825501,0.0362339662775991,0.0471789459119636,8.84469761796087e-05,0.02094823292723
chr20,3327051,0.291561389191508,0.89500291210173,-0.603441522910222,0.146252985302209,-4.12601166166491,0.0341111204315612,0.0411408169521753,3.69108559022922e-05,0.0127787629536655
chr20,3622249,0.809273302085886,0.265260378748359,0.544012923337527,0.143132068530939,3.80077594714516,0.0320288447938675,0.0400348816295828,0.000144243684434397,0.0274409749743631
chr20,3671562,0.987565353128047,0.399865669839746,0.587699683288301,0.143200141988408,4.10404399833537,0.0604664845630118,0.0487086950171,4.05990199314909e-05,0.0134621602826181
chr20,3676089,0.943276908369629,0.283220930061146,0.660055978308483,0.136699642269694,4.82851284282269,0.0360682979754488,0.0579900278634439,1.37556464147065e-06,0.00179604539379435
chr20,3698514,0.559811645036198,0.0517848759219336,0.508026769114265,0.136946870441607,3.70966322542495,0.0279448206207101,0.111470878976807,0.000207535123621091,0.033322392712394
chr20,3701189,0.862851050127073,0.248280759520673,0.6145702906064,0.155748561032632,3.94591312132659,0.0636221338980766,0.0662225922320765,7.94964367705217e-05,0.0197864137360048
chr20,3720895,0.810240579405383,0.30005376951619,0.510186809889193,0.145404632918609,3.50873833693301,0.0312381720040948,0.0453808749865724,0.000450237625979963,0.0498049532186222
chr20,3787299,0.176935090066673,0.76718215377186,-0.590247063705187,0.161572144462608,-3.65314866413614,0.0384886244731495,0.0619573622288593,0.000259044149927897,0.037441266318806
chr20,3927142,0.805731994380565,0.223100040505683,0.582631953874881,0.147502461285103,3.94998123284688,0.0339860307981537,0.0491035368552955,7.81573211387474e-05,0.0196011793301573
chr20,3927709,0.806668181818777,0.184156464617926,0.622511717200851,0.142501517501722,4.36845675831717,0.0296835296286041,0.0450347759319744,1.25127585299019e-05,0.0067890029975073
chr20,3927713,0.664947896417553,0.125605473918038,0.539342422499515,0.149695342673579,3.60293388469399,0.0334630967532462,0.047090576888647,0.000314645580830965,0.0414058588019427
chr20,4024043,0.257737857557958,0.98082256228179,-0.723084704723832,0.119251026254319,-6.06355121155734,0.0636698019074694,0.101274109115065,1.33148359169608e-09,1.41621336627095e-05
chr20,4049797,0.979676360968831,0.486046336219163,0.493630024749668,0.128370563498539,3.84535216872586,0.0582118651729085,0.0399138761896046,0.000120379422389543,0.0248008093219301
chr20,4060280,0.319731532922818,0.922921111179741,-0.603189578256924,0.136600726953345,-4.4157127982411,0.0338636619739286,0.0652888689537359,1.00677682456897e-05,0.00598425506680588
chr20,4060285,0.348558878024781,0.922921111179741,-0.574362233154961,0.134958809934034,-4.25583356459426,0.029997219849105,0.0652888689537359,2.08271599918755e-05,0.00913021106800038
chr20,4075152,0.915336946063044,0.418696032379664,0.49664091368338,0.134784541071878,3.68470233851618,0.0333259464321608,0.0403780156968428,0.000228970070096685,0.0351967465063247
chr20,4153300,0.137642735544024,0.694064170211663,-0.55642143466764,0.15639479713138,-3.55780016262444,0.0521400773953458,0.0556753605251122,0.000373973645355811,0.0454298712047273
chr20,4213339,0.710506443586491,0.153953432102343,0.556553011484148,0.139602280453945,3.98670429791265,0.0368174311733597,0.0472246122058058,6.69974400331225e-05,0.0179696377168923
chr20,4262357,0.853633432741849,0.305697983323423,0.547935449418427,0.15385148524549,3.56145700214805,0.0265627099061935,0.0664658148293065,0.000368802512098642,0.0449521303240035
chr20,4325920,0.481684265300023,0.980237685930162,-0.498553420630138,0.133248456823134,-3.74153241633325,0.0417753576657342,0.100892371816507,0.000182901579804195,0.0310652593272514
chr20,4359312,0.936904223629189,0.412186240237021,0.524717983392169,0.132176329724477,3.96983321057522,0.0247801974972853,0.0426019010602188,7.19229605869062e-05,0.0187456919601875
chr20,4394974,0.0550840582438664,0.669945602300623,-0.614861544056757,0.135922941218954,-4.52360387836441,0.0706777341065392,0.0498345691176501,6.07954598837464e-06,0.00440761417469822
chr20,4410345,0.839233479067548,0.283685813916742,0.555547665150806,0.149180828310219,3.72398833981235,0.0307112810874393,0.0558165413467997,0.000196099986799428,0.0323069628629944
chr20,4424014,0.88845442413156,0.224291902224095,0.664162521907465,0.150259853562809,4.42009296668082,0.0301118395928873,0.0648514654649451,9.86584487963876e-06,0.00590289761530457
chr20,4424047,0.985792480348311,0.345472391199674,0.640320089148637,0.139471699146926,4.59103956619969,0.0602037885184152,0.0478879221016934,4.41043708922473e-06,0.00358824682614031
chr20,4501222,0.895896019913856,0.34934774705473,0.546548272859126,0.147750713138344,3.69912443229547,0.0466078717057495,0.04411035884634,0.000216344520819319,0.0341329088848023
chr20,4555617,0.687423980802303,0.135981906883468,0.551442073918836,0.151510359901685,3.63963278997335,0.0301422803165126,0.0546921055146776,0.000273027113610664,0.0384915915311681
chr20,4567209,0.862327617662344,0.279568860696374,0.58275875696597,0.140954859656741,4.13436442266074,0.0348353558101701,0.0457412713049195,3.55938299625543e-05,0.0125678997484125
chr20,4617997,0.92803514884655,0.38962046874544,0.53841468010111,0.149531954925211,3.6006663617178,0.0317961828984092,0.0564969076397815,0.000317402661698686,0.0415995574000018
chr20,4710108,0.246590068860862,0.841830297444002,-0.595240228583141,0.149372665303092,-3.98493410675468,0.0365904871798373,0.0450241116098308,6.74988536443391e-05,0.0180594426761799
chr20,4801241,0.947289609018858,0.41818240208711,0.529107206931748,0.147544811499502,3.58607802981628,0.0406394849399857,0.0489914315900345,0.000335688551455496,0.0428036707807661
chr20,4802754,0.730077091058273,0.174075700406446,0.556001390651827,0.148856128303543,3.73515955969273,0.0297848545211027,0.048555245508705,0.000187596205292903,0.0315048233125733
chr20,5215837,0.720529774359175,0.220011328815861,0.500518445543315,0.139192008625071,3.5958849253445,0.0256706877446772,0.0426425525483159,0.000323290697736105,0.0419608540124004
chr20,5265102,0.946392105118511,0.253578029682124,0.692814075436387,0.13062472657944,5.30385091382413,0.0431630711280584,0.0456966477382112,1.13384925231656e-07,0.000352959771800141
chr20,5265141,0.821336305655291,0.22418285551257,0.597153450142721,0.151336664301445,3.94586105686366,0.0293372398637828,0.0501991895281121,7.95137147718111e-05,0.0197864137360048
chr20,5272274,0.915188042725879,0.402484488842861,0.512703553883018,0.145666568015114,3.51970641492578,0.0582177120094315,0.0422697075206189,0.000432024720869151,0.0487403917180636
chr20,5275180,0.647050060234917,0.072340628077495,0.574709432157422,0.130482204868807,4.40450429800189,0.0290634802207357,0.0616080884488724,1.060260390112e-05,0.00622066653107219
chr20,5292689,0.958137697685698,0.434348070999808,0.523789626685891,0.121369815531134,4.31564985407369,0.0381368846450167,0.0388931993524263,1.59134053452703e-05,0.00787667271048056
chr20,5298213,0.950099705844685,0.455964179365418,0.494135526479266,0.139066276290263,3.55323763360064,0.0392472800972678,0.0443330886640691,0.000380520559310937,0.0458974895628948
chr20,5299918,0.899719677627042,0.305458680598242,0.594260997028799,0.147501185647755,4.0288557303393,0.0301591761257332,0.0567095915206111,5.6048999825976e-05,0.0163361518256496
chr20,5302302,0.946749455214308,0.129129438723073,0.817620016491235,0.126544933838922,6.4611043025395,0.032946172999195,0.0905625074840431,1.03941642209035e-10,2.81784077693606e-06
chr20,5302306,0.81351469849972,0.129129438723073,0.684385259776647,0.154825105200785,4.42037652026202,0.0416939681669115,0.0905625074840431,9.85290741291463e-06,0.00590289761530457
chr20,5303787,0.674446627905946,0.140174332834322,0.534272295071624,0.126714724991412,4.21633945942614,0.0254636720247194,0.0437830674386895,2.48299906967863e-05,0.0101495010320554
chr20,5311853,0.804738534863243,0.279821864328988,0.524916670534255,0.149253711537615,3.51694215927063,0.0304394086094888,0.0439158922137804,0.000436548899536553,0.0490543701056558
chr20,5318277,0.805701476739916,0.238953203881915,0.566748272858002,0.15577069487792,3.63834977626678,0.0433097470585324,0.0513404551542173,0.000274390603837404,0.0385847373196111
chr20,5325656,0.827777321279673,0.206804473563712,0.620972847715961,0.141806901335339,4.37900300950451,0.0343726414173347,0.0474431001155334,1.19223485766891e-05,0.00663011723988128
chr20,5328111,0.906943718005636,0.35422773450432,0.552715983501315,0.135507796919223,4.07885004455347,0.028308075753773,0.0425360594352628,4.52590170454102e-05,0.0144191749479267
chr20,5331396,0.944002459025633,0.333234573035468,0.610767885990165,0.134552083885549,4.53926738518363,0.0329682406200141,0.0442493153235694,5.64500162461724e-06,0.00417598198988057
chr20,5349867,0.981460347089815,0.530976251097074,0.450484095992742,0.125413867504278,3.59197993776387,0.0582242605047341,0.0442470188903104,0.000328175119648933,0.0422900108950528
chr20,5351269,0.985013510342103,0.437496321952796,0.547517188389308,0.132103394530719,4.14461104753813,0.0601688277574315,0.0579908984839314,3.40390974250243e-05,0.0122493055497741
chr20,5413066,0.920789704376948,0.268080917516357,0.652708786860592,0.163269320081616,3.9977430330102,0.0354883852680596,0.0749985369055072,6.3949319049105e-05,0.0175728269978297
chr20,5421215,0.985258618231457,0.235658726090561,0.749599892140895,0.130201847434851,5.7572139482581,0.0595944726552516,0.0505204217939438,8.55135032345522e-09,5.6018677202108e-05
chr20,5432409,0.984121889179768,0.379800152781453,0.604321736398316,0.148774840754307,4.06198879685792,0.0596530291108099,0.0559200636385165,4.86564127214405e-05,0.0150407246007292
chr20,5432446,0.923859352033989,0.343900333113304,0.579959018920685,0.162176428264478,3.57609934518279,0.0531655990098875,0.049062494850374,0.00034875916109581,0.0436424277001869
chr20,5445881,0.930688748656892,0.367480729957931,0.56320801869896,0.130329575003479,4.32141375957012,0.0346919510231462,0.0374416636739623,1.55032645776307e-05,0.00774406555784717
chr20,5446442,0.867929949501361,0.262320883701608,0.605609065799753,0.153720540702841,3.93967561544337,0.0346299165523579,0.0764740524103644,8.1591857156353e-05,0.0201105275157108
chr20,5479562,0.928064787695386,0.293669363722606,0.63439542397278,0.160578010966838,3.95069922807672,0.0439017478942077,0.0842163794953357,7.792320128091e-05,0.0195785369427847
chr20,5583023,0.928064787695386,0.346525386864417,0.58153940083097,0.163971594246471,3.5465862456447,0.0439017478942077,0.0773609214090063,0.000390256979093751,0.0465256047499926
chr20,5831560,0.406195063816082,0.979885468047862,-0.57369040423178,0.148970534977779,-3.85103271809659,0.0660204755572862,0.101374726521758,0.000117620782127261,0.0244804097871809
chr20,5832087,0.545648247308607,0.981679392821277,-0.43603114551267,0.119860055719854,-3.63783533132836,0.0279151207712536,0.102522778088448,0.000274939107455595,0.0386311086343568
chr20,5863289,0.7720815153784,0.158370416154358,0.613711099224042,0.171527678539542,3.57791293189202,0.0462691880614041,0.0976849896082693,0.000346348778286298,0.0435350833880294
chr20,5894492,0.937530306480381,0.249703787018449,0.687826519461932,0.152509921133947,4.5100444243088,0.0366738347902558,0.0793217956048085,6.48140513471629e-06,0.00458896968906204
chr20,5900884,0.987565353128047,0.424315132166919,0.563250220961128,0.133132974300398,4.2307341507313,0.0604664845630118,0.0440544637956229,2.32929834134348e-05,0.00977816815200154
chr20,5900916,0.852273835863355,0.266361287612575,0.585912548250781,0.148423141654357,3.94758217431642,0.031781340423564,0.0485259541673456,7.89444253181478e-05,0.0197168409927162
chr20,5925061,0.95017966178847,0.294297669174189,0.655881992614281,0.128715386829591,5.09559897048373,0.0373612232358291,0.0439558843603579,3.47640344453702e-07,0.00076631191523894
chr20,5991131,0.988734619536654,0.48506180199065,0.503672817546004,0.131818777691871,3.82094892977501,0.0612061026677066,0.0561387789001843,0.000132939181257923,0.0262535836565611
chr20,6075700,0.273095624529555,0.892771225982405,-0.61967560145285,0.155367894583908,-3.98844048902388,0.0514077050289031,0.069354385971837,6.65090824071607e-05,0.0179445327453231
chr20,6168719,0.982238242063933,0.394771921506441,0.587466320557492,0.133512182138324,4.40009526583016,0.0600048135247003,0.0504447947352394,1.08203364808245e-05,0.00629415273829229
chr20,6183514,0.978772631594453,0.373359367066404,0.60541326452805,0.151915689824536,3.98519247898166,0.0595918698039509,0.0481213444667833,6.74254480221663e-05,0.0180486719929857
chr20,6224880,0.984135215671834,0.529193303863603,0.454941911808231,0.127696570569164,3.56267916812865,0.0590632936098897,0.0410656400266642,0.000367089206144267,0.0448299655074547
chr20,6229905,0.983570868176404,0.367830629800637,0.615740238375768,0.149768689545265,4.11127479478727,0.0593523379761073,0.0754637596712469,3.93480554541576e-05,0.0132522945460766
chr20,6229993,0.921620169521841,0.275968612941033,0.645651556580809,0.162851608460127,3.96466183346843,0.0360018570241288,0.0555398998760259,7.35000687877643e-05,0.0190292132442874
chr20,6233690,0.859721079777173,0.297032091686918,0.562688988090255,0.13419162202005,4.19317524909403,0.0296672838011533,0.0438751036976469,2.75076768254653e-05,0.0107671098388263
chr20,6251709,0.93738676875317,0.455865354782166,0.481521413971004,0.126595127371102,3.80363307791041,0.0402868423372411,0.0366712585635833,0.000142589336691314,0.0272369304448428
chr20,6255751,0.827727048381771,0.221116151870719,0.606610896511053,0.149200358633187,4.06574690616141,0.0293011405040743,0.0825958321274628,4.7878874062958e-05,0.0149264734043494
chr20,6257402,0.765825471371199,0.200367903524415,0.565457567846784,0.155173550430754,3.64403318914274,0.0371596877047651,0.059422257234134,0.000268398787296973,0.0381375898358982
chr20,6257492,0.732664689558753,0.171611854421933,0.56105283513682,0.153928407244012,3.64489469606103,0.033253862289688,0.0462294458365243,0.000267501309233595,0.0380674079549914
chr20,6257748,0.932427750835564,0.408220653948511,0.524207096887053,0.144854960127928,3.61884119414415,0.0392893219764164,0.0585758873730544,0.00029592515618304,0.0401801526668834
chr20,6312683,0.597920874591789,0.0763113778322007,0.521609496759589,0.136570260591669,3.81934906252502,0.0288116227417168,0.0600648387569674,0.000133804304640614,0.026376597443543
chr20,6390656,0.955353722396033,0.314018031878938,0.641335690517095,0.159632263466704,4.01758188845617,0.034453497073566,0.0560881897152341,5.87984053597304e-05,0.0167787474682399
chr20,6398269,0.951444539944888,0.436280111860039,0.51516442808485,0.137697778548891,3.74126898424826,0.0377005641399583,0.0422552989453696,0.000183093430982144,0.0310846629809748
chr20,6449693,0.985410065289448,0.529710744874262,0.455699320415186,0.123733307722468,3.68291552859245,0.0595251825546896,0.0416822173883313,0.000230581582845673,0.0353446771533834
chr20,6505024,0.892829385991246,0.291389874243623,0.601439511747623,0.147852714422529,4.06782867732037,0.0300323782119252,0.0604575572441085,4.74532486744099e-05,0.0148487214938268
chr20,6520006,0.984503190399085,0.473703241059236,0.510799949339849,0.142630256545824,3.58128746109169,0.0594554261335976,0.0707562300762929,0.000341905215133838,0.0431705890639387
chr20,6565401,0.980101483290366,0.526034654617096,0.45406682867327,0.125012060272311,3.632184188343,0.0579797832055037,0.0388916006422244,0.000281032408776902,0.0391337988598318
chr20,6684386,0.868317173134933,0.183997316494575,0.684319856640358,0.128136343612892,5.34056019818804,0.0341616551646801,0.0477228122926243,9.26598017782324e-08,0.000317297465123212
chr20,6685390,0.902443280660938,0.38778482748784,0.514658453173097,0.13255035515182,3.88273914908503,0.02611190240516,0.0431920694777517,0.000103286351300256,0.0228562180299401
chr20,6696315,0.766153637774476,0.202483273489783,0.563670364284693,0.145736489263685,3.86773667413401,0.0381813948976319,0.0424268256913836,0.00010985019346224,0.0236589854169299
chr20,6698654,0.301787940358395,0.87065520336985,-0.568867263011456,0.139782824814399,-4.06965064389554,0.0317366031487379,0.0494430050190212,4.70836873851617e-05,0.0147840606131628
chr20,6734102,0.866086838294159,0.319444446934312,0.546642391359848,0.142740709215526,3.82961801411862,0.0542239540118952,0.0385593063344315,0.000128342323527419,0.0258543505803679
chr20,6803545,0.912677972612096,0.290066534456308,0.622611438155788,0.140674621689572,4.42589736995853,0.0362374222717235,0.045870465978322,9.60421810876853e-06,0.00579090744766887
chr20,6814123,0.988114581918341,0.429435770369852,0.558678811548489,0.151772200948092,3.68103518337698,0.0607902249076877,0.0741830268451476,0.000232288945547643,0.0354666005620959
chr20,6880745,0.985379002082731,0.473914433355371,0.511464568727359,0.131077815278464,3.90199186369407,0.0603924322113844,0.0504355214360921,9.54043652312126e-05,0.0218465701350011
chr20,7011225,0.246121420438465,0.856888173493659,-0.610766753055194,0.155699651376715,-3.9227239602319,0.0368906071501533,0.120203775383401,8.75534433120619e-05,0.0208675540538905
chr20,7011295,0.295481090622687,0.812635534693224,-0.517154444070537,0.14255721221488,-3.62769751200674,0.0333353563884514,0.0400065779843859,0.00028596000379114,0.0394049992615153
chr20,7060932,0.954919514461294,0.178523812114734,0.77639570234656,0.110084008490143,7.05275646295238,0.0315425004918029,0.0447576548626974,1.75407703793967e-12,1.36434116670419e-07
